"Year","Volume_an_surf","Temp_an_surf","Sal_an_surf","Temp_win_surf","DIN_win_surf","DIP_win_surf","totN_an_surf","totP_an_surf","Temp_sum_surf","Chla_sum_surf","Secchi_sum","DOC_sum_surf","DOCter_sum_surf","Volume_an_tot","Temp_an_tot","Sal_an_tot","DIN_an_tot","DIP_an_tot","totN_an_tot","totP_an_tot","DOC_an_tot","DOCter_an_tot","PP_an","Nfix_an","AvOxy","Oxdebt","AnoxicArea","HypoxicArea","codRV"
1970,1641340633333.33,9.75464265833333,7.28836515,1.6839493,2.83333678892857,0.385847870967742,17.6272192785547,0.383483297578169,18.074907,0.389126106275996,7.95539549606287,3564.83596675,3077.39410925,11654420416666.7,5.54326198333333,8.55357929166667,2.83333678892857,0.385847870967742,18.9580380857455,1.1063597744539,3564.83596675,3077.39410925,68.1289255613006,0.233678574670627,1.64889383055556,10.1085148416667,3259.36526835616,55961.3854739726,212.50979918
1971,1640558316666.67,8.99605316666667,7.436333375,2.76358315,2.89138529821429,0.439209596774194,17.8958350692553,0.431474866199336,16.24942775,0.685711770882938,7.64745803694385,3559.2496455,3067.804903,11646723916666.7,5.17338003333333,8.57110179166667,2.89138529821429,0.439209596774194,19.4772285585363,1.1309836985627,3559.2496455,3067.804903,62.6864441735874,0.71195272196531,1.29616175675676,10.384637,7023.90096383556,63989.447,75.4841757319178
1972,1641710925000,8.14242115833333,7.52550248333333,3.48494075,3.19392634821429,0.480971370967742,17.8438212566785,0.466796510649801,14.8083205,0.805177838313333,7.35950688632942,3670.1923875,3073.0371025,11658187416666.7,5.223892,8.57559795833333,3.19392634821429,0.480971370967742,18.7833653158387,1.08858310002597,3670.1923875,3073.0371025,77.8757795003098,0.888311881042237,1.1375173,10.4848756388889,2530.43767896175,62002.3686448087,10.6837451834973
1973,1641174866666.67,8.28855225833333,7.46665564166667,2.9751937,2.92056459964286,0.435953016129032,17.4299583092938,0.421710004314968,15.30003375,0.447755301285121,7.84807501812808,3594.32366125,3085.57171625,11652793083333.3,5.05449043333333,8.483213025,2.92056459964286,0.435953016129032,18.609752342047,1.06672924532781,3594.32366125,3085.57171625,55.3562316520879,0.322035059591412,0.525235284324324,11.1248034864865,16092.0872347946,55214.0315808219,3.88321667783561
1974,1639244533333.33,8.383657325,7.40680881666667,3.1188141,2.67072423,0.410882709677419,17.4879039640249,0.416050781953776,14.81697325,0.73521156839975,7.46115591480536,3644.63265625,3079.37524875,11633690250000,5.410336125,8.42321786666667,2.67072423,0.410882709677419,18.6970685438872,1.08896197672261,3644.63265625,3079.37524875,73.1188276133736,0.777124133337233,0.263914354344444,11.404144,16514.9600849316,55385.3760712329,0.296282303863014
1975,1.642063e+12,9.13435709166667,7.34947875833333,2.8229005,3.26068899964286,0.351359096774194,17.8317981968433,0.375861284133028,17.3739475,0.252861125109613,8.1253320717838,3556.46941275,3092.77011025,11661738416666.7,5.280783075,8.45541785833333,3.26068899964286,0.351359096774194,19.0693707866731,1.1254966569345,3556.46941275,3092.77011025,50.4422352497078,0.0322314205515846,0.618016955162162,11.0714779459459,7937.97825616439,60198.1979917808,112.322905476082
1976,1641874558333.33,9.59179975833333,7.33121845,3.6391941,3.0750387775,0.409896612903226,17.4246398589701,0.397980451693048,17.22035775,0.474411342756054,7.82091589608415,3594.39187775,3092.62908025,11659801166666.7,5.75727803333333,8.42671186666667,3.0750387775,0.409896612903226,18.5410817084742,1.16778142577417,3594.39187775,3092.62908025,64.4894431829818,0.546524940821454,0.39133708875,11.2743866944444,8986.24615027322,64811.6608442623,0
1977,1640744341666.67,8.91782775,7.27794623333333,3.2520067,2.67629366964286,0.388058983870968,17.4019603031544,0.40168479086693,15.927194,0.380298872894579,7.87581167626631,3627.38372575,3111.98371825,11648501666666.7,5.47228045,8.348402925,2.67629366964286,0.388058983870968,18.5877108578305,1.19520600582062,3627.38372575,3111.98371825,54.3980124861163,0.242979438854562,-0.533043056756757,12.1974221621622,28195.0745205479,61719.4073808219,0
1978,1639943200000,9.33512784166667,7.20482161666667,3.08788035,3.09387984857143,0.434379548387097,17.523224699092,0.41794331322001,17.077604,0.444186492561988,7.75172170612871,3664.9118715,3113.1341765,11640678416666.7,5.67139463333333,8.270971525,3.09387984857143,0.434379548387097,18.9420736701797,1.2572280109364,3664.9118715,3113.1341765,69.2400362690824,0.298553439145703,-0.919582143333333,12.5604884166667,27740.7394767123,66695.120879452,0.00290476369863014
1979,1642147108333.33,9.76503468333333,7.20347785,3.9072641,2.48846598928571,0.395105983870968,17.9038277684588,0.432320748334725,16.37340525,0.588150691187042,7.48724716975634,3743.84012875,3120.48595125,11662521833333.3,6.047711675,8.28276033333333,2.48846598928571,0.395105983870968,18.8398761448246,1.30742742964344,3743.84012875,3120.48595125,83.3148624327321,0.585553236590426,-0.543787176756757,12.1140388378378,17890.6200079452,70430.3148547945,0.528280574082192
1980,1640849016666.67,9.08885483333333,7.282525075,4.04849725,3.09529100357143,0.504377338709677,18.2205754092563,0.504897854754528,16.175929,0.7683275363192,7.22977032991564,3811.87012475,3115.40205725,11649589166666.7,5.82916185833333,8.30370611666667,3.09529100357143,0.504377338709677,18.3443325354717,1.3247353877768,3811.87012475,3115.40205725,85.3747244636629,0.832115832956627,-0.36574922,11.8943523055556,25469.2757868852,71458.1690218579,0.144497929371585
1981,1640389225000,8.889995475,7.26889946666667,2.8496781,2.78639765321429,0.521920225806452,18.267956602994,0.511394323562281,16.8056285,0.69789251408305,7.34580253793032,3785.39077125,3112.09682125,11645000500000,5.35815945833333,8.266037675,2.78639765321429,0.521920225806452,18.8274964692018,1.32280514501309,3785.39077125,3112.09682125,83.2249799430877,0.745230832903604,-0.738475033243243,12.2474002162162,41167.779769863,67135.0727150685,0.00788114095890411
1982,1642242225000,9.98148094166667,7.354910675,3.7164001,2.81203452964286,0.56044185483871,18.6412157340582,0.548409194954949,18.44199375,0.866067618979767,7.16061155765457,3807.26807075,3098.51822575,11663620083333.3,5.92885951666667,8.3203304,2.81203452964286,0.56044185483871,18.9906689291842,1.33782698611225,3807.26807075,3098.51822575,98.4960797841053,1.31831217053137,-0.00298606033333334,11.5144084722222,28356.5889397261,65989.3575232876,0.0229752509589041
1983,1641890441666.67,8.66807995833333,7.43030005,2.99028725,2.96413939178571,0.602185290322581,18.7510263442898,0.581255033911936,15.268184,1.03954191512676,6.80341153880583,3933.54646125,3111.40833125,11659892083333.3,5.48878043333333,8.3658806,2.96413939178571,0.602185290322581,19.1625697835275,1.32534997479335,3933.54646125,3111.40833125,98.7536175539693,1.23085983298754,0.129642879567568,11.4085774324324,13807.1450980822,64178.1193616438,8.18758518161644
1984,1642369708333.33,8.608792,7.48274509166667,2.2105405,3.03395136607143,0.624574,19.0893831631199,0.626318077992619,15.3765575,1.27747372046623,6.60420688746448,3990.10375,3091.6060125,11664707666666.7,5.38925989166667,8.3922177,3.03395136607143,0.624574,19.0960981375546,1.31043547676902,3990.10375,3091.6060125,121.143995925799,1.8833206235461,0.919848856666666,10.6862796111111,6164.44622240437,58236.7720245902,0.0342023050273224
1985,1643677358333.33,9.89025004166667,7.57647886666667,3.89211495,3.10724785571429,0.638163112903226,19.3688366644402,0.626576218768558,17.27710525,1.18850035734251,6.52747290176245,4071.904766,3089.318911,11678153500000,5.94971710833333,8.35867993333333,3.10724785571429,0.638163112903226,19.7332779895164,1.25208416320602,4071.904766,3089.318911,134.788651642044,1.66689252204828,0.329842272583784,11.2889517027027,15036.5050583562,41452.892668493,0
1986,1642704741666.67,9.74853121666667,7.51916149166667,4.51124445,3.83243610714286,0.563541919354839,19.6893760276168,0.578049271354133,16.36721625,1.28533882741745,6.45987746544758,4063.1909715,3091.493704,11668195166666.7,6.38728545833333,8.27411244166667,3.83243610714286,0.563541919354839,20.7091754381041,1.23154458911582,4063.1909715,3091.493704,146.283490581142,1.58928000793544,-0.872455424722222,12.5052615555556,22063.626909589,46469.5796301369,0
1987,1640973716666.67,8.47867268333333,7.46035705833333,2.9602431,3.54272736678571,0.507882951612903,19.3626779937662,0.54031277469295,15.61481775,0.903599929064733,6.83078131320634,4005.7523215,3106.432139,11650676833333.3,5.48125798333333,8.22723323333333,3.54272736678571,0.507882951612903,20.343275854638,1.22395052465103,4005.7523215,3106.432139,106.479574748238,0.922573522599892,-0.331256581351351,11.977633,16310.3619484931,57198.6150767123,13.9176114278356
1988,1640583725000,9.97795606666667,7.341722475,3.7972766,3.15585188071429,0.447812435483871,19.2351797631157,0.490523365935935,17.697556,0.791865174499425,7.09077727042253,3908.60981775,3122.70986025,11646875833333.3,5.876462175,8.18191741666667,3.15585188071429,0.447812435483871,19.9466579265387,1.2743680625947,3908.60981775,3122.70986025,95.1725403587976,0.988947669934704,0.19263394772973,11.4711355945946,10548.7905832513,67001.3525027323,0.0639627896721311
1989,1640215908333.33,9.72723035,7.30065151666667,4.05094105,3.86710546464286,0.516856532258064,19.6763396711285,0.552791381554511,16.90661575,0.955934393141867,6.68918836811813,4076.33701475,3110.63876725,11643186833333.3,6.100939,8.22345045,3.86710546464286,0.516856532258064,19.8342869894261,1.35255939413334,4076.33701475,3110.63876725,127.505660090434,1.29554921092416,0.28863326545,11.2666764444444,31493.0224219178,65611.6065424658,133.258093614247
1990,1642693741666.67,9.5748772,7.3978051,4.4158608,3.49256066892857,0.628598435483871,19.8771790154595,0.67048488159479,15.56722725,1.49789504498411,6.2367616197742,4129.922529,3120.8227515,11667947666666.7,6.43440663333333,8.2616095,3.49256066892857,0.628598435483871,19.6942260812416,1.36751706102994,4129.922529,3120.8227515,151.876196042848,2.54254697673227,0.804817995405405,10.6809458378378,7617.70470739726,66454.5602630137,2.7502366869589
1991,1642816708333.33,10.4209785583333,7.44261821666667,5.16348645,3.75864747928571,0.682656612903226,20.6122248118777,0.71072376918552,17.372971,1.76040266891661,5.70636520537647,4393.4661545,3114.0237745,11669303166666.7,6.723519225,8.20775324166667,3.75864747928571,0.682656612903226,20.9173102784813,1.37260395073092,4393.4661545,3114.0237745,186.581074284711,2.27047185870109,-0.299341743530555,11.774112,24873.2991123287,57731.4201178081,0
1992,1641141491666.67,9.66595168333333,7.33602646666667,3.8894885,4.53433365642857,0.669828935483871,20.2261583575413,0.653038196329154,16.7909845,1.18417496178448,6.24308209836065,4267.38582125,3127.09135375,11652396666666.7,6.301974925,8.13816670833334,4.53433365642857,0.669828935483871,21.041593470272,1.35482227542416,4267.38582125,3127.09135375,142.916545293186,1.61957585511343,-1.19797509810811,12.6737114594595,26178.4080027322,56963.3941885246,0
1993,1641242891666.67,9.719421825,7.35332261666667,4.3385433,3.82153618,0.637985032258065,19.7839537279795,0.655757066067421,16.559603,1.20924886456037,6.25870231312253,4241.69323625,3126.54739625,11653425750000,6.30748925833333,8.12493001666667,3.82153618,0.637985032258065,20.5759980975381,1.35308063083433,4241.69323625,3126.54739625,131.416227237595,1.66254668036964,-0.737828718972222,12.23709675,24992.9994356164,61046.0911917808,3.7512346450411
1994,1640418816666.67,9.55186824166667,7.46526265833333,3.8228103,3.36632719678571,0.693806,20.7305328532894,0.726689004595057,16.66989025,1.37044005222063,5.85450599615192,4430.58986825,3114.76747825,11645286333333.3,5.8581261,8.16993993333333,3.36632719678571,0.693806,20.7243773092104,1.36792259548987,4430.58986825,3114.76747825,172.713422885328,1.89069359721993,0.376676911864865,11.1037062162162,16005.5748010959,59620.6632986302,26.8997546133699
1995,1640707525000,9.38402131666667,7.37445025,3.9241323,3.57516190142857,0.651612177419355,20.7105507875303,0.689746522122503,16.28107275,1.16751115789571,6.34378555870335,4225.02385075,3137.31139325,11648097333333.3,5.97033044166667,8.21681693333333,3.57516190142857,0.651612177419355,20.965839966378,1.37228973318658,4225.02385075,3137.31139325,129.500000540741,1.72721881547574,0.731665520555556,10.6509941666667,4901.36795813698,64569.2469643836,0.205950117726027
1996,1641605691666.67,9.65582654166667,7.37581839166667,4.1668687,4.06179772214286,0.668028032258065,20.9014421514872,0.68545850021538,16.6998465,1.17519397359374,6.34143272504241,4213.373242,3124.9882195,11657141083333.3,6.18874071666667,8.20170148333333,4.06179772214286,0.668028032258065,20.8916776833448,1.36427230717079,4213.373242,3124.9882195,124.317206627321,1.6401060407169,0.148793335621622,11.258795027027,16369.7409773224,62803.8378251367,0.0201155113114754
1997,1643701191666.67,11.0978498166667,7.29197204166667,4.65847085,3.44793644428571,0.656557790322581,20.6216141081419,0.685814032337041,18.69442225,1.25029038590072,6.16747655911741,4309.89159075,3137.37798075,11678511833333.3,6.85160825,8.10163929166667,3.44793644428571,0.656557790322581,21.5192153158875,1.40031065796439,4309.89159075,3137.37798075,148.161665909536,1.31305557993483,-1.11738726472222,12.5403459444444,28190.7529561644,54938.2645095891,0
1998,1639426841666.67,10.4908756166667,7.28721125,4.6297372,3.71587978107143,0.689397548387097,21.2527213357001,0.705007994195494,18.161893,1.62205313543515,5.63743138581358,4496.706746,3134.981331,11635368750000,6.1427442,8.02435066666667,3.71587978107143,0.689397548387097,22.3988291425045,1.46002922171422,4496.706746,3134.981331,187.919791664013,2.08838367309028,-1.85044752945946,13.2619823243243,34997.305150685,59711.0091917808,0.179288743315068
1999,1639901308333.33,9.65271305833333,7.26063156666666,3.10250725,4.25377496142857,0.703186467741935,21.321324275989,0.712845334668087,17.65084725,1.19735202495513,6.13774972299302,4338.6985625,3147.2776475,11640046500000,5.79109524166667,8.083538875,4.25377496142857,0.703186467741935,21.8772380610809,1.45949061679893,4338.6985625,3147.2776475,143.687722601748,1.77240990843101,0.049832487875,11.3077085833333,33125.0329643836,64035.5458493151,20.6357766449041
2000,1.641432e+12,10.53933155,7.25404045,4.45509275,3.51448542071429,0.630901983870968,21.3316771475527,0.692346409528329,17.32541075,1.60925759791257,5.77590548633631,4400.704313,3141.275018,11655405416666.7,6.86970965833333,8.18999335833333,3.51448542071429,0.630901983870968,21.499035460598,1.48449483603456,4400.704313,3141.275018,162.468364473398,2.05613971855099,0.564011621621622,10.7636702702703,25693.5476038251,69863.0660218579,21.5728354634426
2001,1639987150000,9.68726696666667,7.26433333333333,3.8058805,3.87356378535714,0.640070725806452,21.8364386577155,0.732323217642656,16.75301325,1.50537608845098,5.53317134152647,4580.3471755,3152.150953,11640940083333.3,6.466289225,8.32557448333333,3.87356378535714,0.640070725806452,21.5989289585072,1.53066036153234,4580.3471755,3152.150953,185.673600143162,2.02904268073667,0.449116617222222,10.7632708055556,32172.2101095891,70575.5367808219,81.5064739798356
2002,1641585416666.67,9.96167044166667,7.28176239166667,4.0392414,3.71311495178571,0.667894983870968,21.6857653116787,0.735834843205844,17.7081105,1.53921904522853,5.84743459403385,4393.925307,3149.6693995,11656908750000,6.304489525,8.39844241666667,3.71311495178571,0.667894983870968,21.8583442403739,1.54921432434276,4393.925307,3149.6693995,155.17284909897,2.34851491417241,0.276279922972973,10.962261972973,29838.2094109589,74243.6740493151,0.941164084630137
2003,1639677650000,9.90347766666667,7.29526551666667,3.7580606,4.041444455,0.683143580645161,21.5491359529733,0.713382984753237,17.77949225,1.38798290847802,5.86203171759403,4450.0104525,3170.8243125,11638049750000,6.18272750833333,8.43083004166667,4.041444455,0.683143580645161,21.7509808002612,1.55432663364337,4450.0104525,3170.8243125,153.683729488444,2.30557659153251,-0.32941204925,11.5556522222222,50471.0734219178,74027.0136383562,3.60602905917808
2004,1641298725000,10.08688315,7.30326408333333,3.59895315,3.69798133892857,0.704570209677419,21.1878405819119,0.721107507437552,17.97154625,1.33029512439195,5.93780849376679,4426.19005175,3157.77948175,11653989416666.7,6.31203089166667,8.50174756666667,3.69798133892857,0.704570209677419,21.566503724951,1.55851611585025,4426.19005175,3157.77948175,145.795253445905,1.98507802894719,-0.673126205135135,11.8180556756757,55295.9074535519,73001.7926065574,0.00573150273224044
2005,1640600883333.33,9.71446790833333,7.280457325,2.9916907,3.08902134464286,0.656918806451613,20.9498519980479,0.72426593172289,17.96841825,1.15304276265912,6.0145129596595,4442.46916725,3170.73043975,11647053916666.7,5.90401585833333,8.46925943333333,3.08902134464286,0.656918806451613,21.9925648389552,1.59983849289778,4442.46916725,3170.73043975,136.581312298475,1.81772777216982,-1.33665331111111,12.4892650277778,55493.6462931507,71139.5401972603,0.0136451
2006,1642977633333.33,10.1155189916667,7.37558486666667,3.39976035,3.23589908464286,0.749489596774194,20.9244199322007,0.782529358943614,18.279405,1.17841438253175,5.94490554416652,4463.7517815,3152.6607515,11670913916666.7,6.38280203333333,8.45205329166667,3.23589908464286,0.749489596774194,21.6332259664564,1.58057320692793,4463.7517815,3152.6607515,150.430162855968,2.05429161546048,-1.3771076,12.5619434324324,39097.6446767121,68334.9081424658,0.011682643260274
2007,1640971675000,10.2813445666667,7.35519433333333,4.3830792,3.3703480025,0.732302596774194,21.0409433512944,0.742111884399422,18.30654175,1.4518517763984,5.73540507224249,4497.2945445,3155.7480945,11650833250000,6.54748081666667,8.3448282,3.3703480025,0.732302596774194,22.2472846802465,1.55198775624785,4497.2945445,3155.7480945,161.673602843356,2.23356708050438,-3.03822067777778,14.2421968611111,45487.2814027396,64544.3025999999,0
2008,1641653400000,10.1143186083333,7.31012789166667,4.2716062,3.21020260035714,0.620321241935484,20.6576711615645,0.684957501737298,17.45773425,1.21318622963086,6.06357117207652,4381.82581625,3176.79188625,11657625666666.7,6.470048975,8.25968801666667,3.21020260035714,0.620321241935484,22.6349671477914,1.53456460482727,4381.82581625,3176.79188625,136.412719999167,2.1299508313778,-4.30259928378378,15.5170895675676,42530.3667595628,67290.0881748634,0.00628686765027322
2009,1640140633333.33,10.0203923333333,7.188851525,3.8992384,3.31495039,0.559249790322581,20.3641661428078,0.635060396533685,17.38039075,1.01194957072733,6.47929610548614,4210.597542,3181.632737,11642443500000,6.43397243333333,8.194640875,3.31495039,0.559249790322581,22.5728681755193,1.54888935741404,4210.597542,3181.632737,108.493694448222,1.87227481414379,-4.09687500540541,15.3312724594595,49245.246630137,70693.5284328767,0.0343132467123288
2010,1641255525000,10.5209927333333,7.145461925,4.68303205,3.01760926071429,0.551921177419355,20.5766236719168,0.670718959219007,18.55356175,1.26234320005663,6.08635388620078,4362.86514675,3176.25854925,11653580916666.7,6.641142975,8.12505569166667,3.01760926071429,0.551921177419355,22.9856283263424,1.59038405969249,4362.86514675,3176.25854925,142.679601636782,1.91070278843103,-4.00810155277778,15.2464670555556,53483.0128301369,71410.5442876712,0
2011,1642054816666.67,9.62542525833333,7.13692490833333,2.3221013,3.3336854725,0.659160870967742,20.6179532189053,0.68430750412603,17.53925325,1.14661567394768,6.12357886542968,4385.27709575,3178.92652825,11661683916666.7,5.79423413333333,8.06257953333333,3.3336854725,0.659160870967742,23.0949640800227,1.57972576359182,4385.27709575,3178.92652825,120.752052654047,1.87914124303265,-4.58435457027027,15.8483237297297,36902.7602164383,62470.8097452055,0
2012,1640150975000,10.1100447166667,7.15104546666667,3.909424,3.31602861857143,0.621829177419355,20.3859600192306,0.676144602005557,18.1230525,1.13451213332167,6.28021771761983,4287.1472865,3176.8757265,1.164257e+13,6.01491636666667,8.06411371666667,3.31602861857143,0.621829177419355,22.7614164089797,1.57987460762779,4287.1472865,3176.8757265,119.682247712782,2.02596129845737,-3.14569046111111,14.495433,48401.579409836,69974.2176939891,0.0473026041803279
