"Year","Temp_an_surf","Sal_an_surf","Temp_win_surf","DIN_win_surf","DIP_win_surf","totN_an_surf","totP_an_surf","Temp_sum_surf","Chla_sum_surf","DOC_sum_surf","DOCter_sum_surf","Temp_an_tot","Sal_an_tot","DIN_an_tot","DIP_an_tot","totN_an_tot","totP_an_tot","DOC_an_tot","DOCter_an_tot","PP_an","Nfix_an","Secchi_sum"
1970,7.83659498159703,22.2590138905644,0.900927540094875,4.92599235784204,0.470158689618779,17.4863253682784,0.650725084882119,14.1407185051818,1.33769727849046,2958.32865396499,1774.18152866313,7.94432446430041,26.8381257928941,4.94858410201976,0.469628440011978,18.6883685817367,0.817240921731441,2933.74259272465,1758.08629321917,154.73980092083,0.514041176899738,7.46121997118524
1971,7.64947357853424,22.6836058495795,1.26542172190165,8.76028725927976,0.770344188276071,17.77755017484,0.702767228553061,13.680991908518,1.27893490245191,2797.75670579081,1628.62220038264,7.82836732022166,27.1266213534055,8.78169571854283,0.768813371276454,19.2406200268152,0.865980368160383,2775.85843406324,1613.40641061897,150.136724871674,0.30160167890093,7.64969071349627
1972,8.1195052984489,21.1270376895222,3.50624204179596,9.14633406518514,0.772079963187595,17.7377943914015,0.662037617265781,14.136400886861,1.0805757561899,3026.93088732255,1887.01853113427,8.05796929426288,26.5582384644069,9.15525810511513,0.770327062970244,19.7231924591692,0.895988859350304,3003.95056923895,1872.46035954494,132.605377980832,0.271593273266617,7.63262890059643
1973,7.19137306028417,22.5412419308971,1.45956707395455,9.00136334197077,0.778945056316316,17.7197654708011,0.694623791075458,13.5737711267554,1.5555340813518,2925.57785649886,1620.7346663997,7.723918705406,26.9759519800301,9.02469263871889,0.777299086908406,19.2360249808827,0.868264881344086,2903.1998717606,1604.90715253886,169.3816315528,0.401435728087274,7.24059760422412
1974,7.41470755101484,22.8702524017737,0.973082316558282,8.01807795768174,0.649206270406451,17.5360297178662,0.676507442397883,13.8678955459933,1.41273299288082,2930.26524588962,1666.82052053215,7.82757208465192,27.4076925253343,8.03981204605125,0.647744859249745,19.0247313517053,0.855219406440221,2906.4219069119,1649.06817400441,157.845943938029,0.486005559372683,7.358080023234
1975,8.07056862182645,22.684010921793,1.79724441551336,8.39866888006209,0.732098891993674,17.3643462963606,0.70163268698054,13.8577155897492,1.51066013667214,2867.74944589011,1508.33885688128,8.22847686385814,27.2840988827355,8.39677075206182,0.731010788129223,19.1102247602064,0.891790992824609,2841.88654042302,1489.60668409605,176.474584345554,0.370732087259007,7.33422124921112
1976,7.87042210356213,23.3014726128049,1.88643892473327,7.92433618416343,0.719089533645977,16.8062026752848,0.695411239479163,13.3758746726146,1.3673737402195,2805.9438470374,1703.74789447577,8.02493321024896,27.29291204856,7.92794288764736,0.71659537495171,18.3233452829883,0.845419099150525,2785.63523693387,1688.01062018051,143.099724211143,0.561288650752119,7.61385422437873
1977,8.79278100243378,21.30925438763,0.437216004802166,7.95100972561362,0.705383650103764,17.1703101425329,0.640297791252386,14.8746614894084,1.02721905049562,2817.05325419971,1758.64039409485,8.31036418412942,26.941447073111,7.96942804219126,0.705109335236479,19.0999254882485,0.878382457590775,2789.59504984457,1741.81254945122,130.624866275331,0.317335637961579,7.92379387587574
1978,8.76716465975236,22.797006078434,3.45471336267331,10.4243043486852,0.820339160618962,17.9814858025412,0.695904489137447,14.3503729034619,1.44735707751404,3036.33718613558,1681.02612421954,8.56499706655014,27.1617956394973,10.4551082557849,0.818928399497764,19.3737177684489,0.872471216791911,3014.80998442483,1665.3496477094,176.971354006659,0.463928630772798,7.25616430392899
1979,8.65867375270758,22.5960037455438,1.33691559548437,8.45240057615707,0.709100795770846,17.5956348422531,0.660953987404611,15.1174427939134,1.23819093686225,2953.42864094632,1681.40998393928,8.35480658645475,27.1446156703994,8.46781990908029,0.707624295307378,19.2311234932831,0.862056772269472,2926.54815961172,1667.09830882109,174.89338244895,0.428534891479333,7.57403760122608
