"Year","Volume_an_surf","Temp_an_surf","Sal_an_surf","Temp_win_surf","DIN_win_surf","DIP_win_surf","totN_an_surf","totP_an_surf","Temp_sum_surf","Chla_sum_surf","Secchi_sum","DOC_sum_surf","DOCter_sum_surf","Volume_an_tot","Temp_an_tot","Sal_an_tot","DIN_an_tot","DIP_an_tot","totN_an_tot","totP_an_tot","DOC_an_tot","DOCter_an_tot","PP_an","Nfix_an"
1970,7399011100,8.0308782975,14.0049885833333,1.405048935,4.65512567142857,0.466876629032258,18.9723701627071,0.624395717093028,14.4346495,2.3286870142965,7.35734432362067,3415.9687595,2383.160917,1.1045e+10,7.78563875,17.8001465,4.65512567142857,0.466876629032258,19.6459915057021,0.811992450168535,3415.9687595,2383.160917,162.266607590435,1.65036496948974
1971,7399007491.66667,8.13626415483333,13.8447846666667,1.2018068,6.52031258928571,0.591948661290323,18.7847132155106,0.606068275411381,14.867054,2.37203439779973,7.33216060519327,3355.23551325,2424.02752825,11044991166.6667,7.87126611583333,17.2325225,6.52031258928571,0.591948661290323,19.2939324472695,0.768809299238373,3355.23551325,2424.02752825,151.884754995107,2.24720931859362
1972,7399006600,8.16457218916667,14.4426016666667,1.93790595,6.55555159642857,0.586045612903226,18.870728121056,0.628008593704491,13.884285,2.36842032576034,7.37473129813206,3335.68849975,2338.82195975,11044989000,8.2484066,17.9997935,6.55555159642857,0.586045612903226,19.5998544893873,0.812767113963405,3335.68849975,2338.82195975,155.330050924599,1.58716232703782
1973,7399006600,7.98605020583333,13.9633154166667,3.5765658,7.75224196428571,0.663095338709677,18.6728771209757,0.62408787056916,13.42532275,2.27576789737483,7.46945080205058,3318.04899575,2446.44823825,11044989000,7.802990385,17.29276925,7.75224196428571,0.663095338709677,19.19962043069,0.783114076173899,3318.04899575,2446.44823825,144.521458013467,1.53651017526403
1974,7399006600,8.69911830833333,13.848478,1.43326895,6.14169136785714,0.534332935483871,18.839202885363,0.637346754763328,15.08310875,2.52236909585646,7.20126049784051,3526.47123775,2430.66634275,11044989000,8.59345914166667,17.148799,6.14169136785714,0.534332935483871,19.36012289265,0.791508239198336,3526.47123775,2430.66634275,203.185034816534,2.60990777768554
1975,7399006600,7.21782780916667,15.1555980833333,1.3193945,8.00223436428571,0.647250370967742,18.4407033238827,0.654548996339381,13.209692025,2.6651998865459,7.16344635345242,3243.52658125,2315.88604875,11044989000,7.22155925,18.3800869166667,8.00223436428571,0.647250370967742,18.9793102018551,0.800650831768545,3243.52658125,2315.88604875,156.443583914996,2.45779131911177
1976,7399006600,8.91542655833333,13.82146525,1.8058549,6.31402136428571,0.554698048387097,18.5453124473647,0.645018196076663,15.376988,2.76811292318524,6.98752613207014,3521.2756035,2472.7518185,11044989000,8.73355930833333,17.70194525,6.31402136428571,0.554698048387097,19.4729855204336,0.866790257803427,3521.2756035,2472.7518185,193.718000786947,3.54151711044188
1977,7399006600,8.954641675,14.3501759166667,1.92423805,7.60040896785714,0.680880935483871,19.2953371334612,0.697915151865183,14.2406635,3.0735791232815,6.78685248911259,3506.809777,2369.4138545,11044989000,8.755267125,17.49304575,7.60040896785714,0.680880935483871,19.5396382626164,0.836714612282332,3506.809777,2369.4138545,206.241118221981,3.12970275470387
1978,7399006600,8.269711075,14.6265298333333,2.54189435,8.02242267857143,0.685207048387097,19.4259481920393,0.708312832988709,14.4078685,2.81670238825934,6.95902684790645,3586.275513,2393.0322305,11044989000,8.228975725,17.9896769166667,8.02242267857143,0.685207048387097,19.816230963306,0.848435531603458,3586.275513,2393.0322305,207.457101500111,2.6121402997064
1979,7399006600,8.00299956333333,14.0131851666667,1.72224273,6.22454315,0.586584951612903,19.3250298749282,0.664039885559533,14.080159,2.81003979581504,6.98059110048353,3398.07877725,2282.60925225,11044989000,7.992604225,17.6301668333333,6.22454315,0.586584951612903,19.8106141711613,0.834429651127845,3398.07877725,2282.60925225,187.853009815314,2.69260694241667
1980,7399006600,7.8252044225,14.1094639083333,1.56319835,6.01316509642857,0.520065677419355,19.4317175011998,0.659424351501441,12.89826865,2.68082796485996,7.17220981859446,3383.79713925,2444.08716175,11044989000,7.66947264166667,17.3588536666667,6.01316509642857,0.520065677419355,19.7586906540539,0.797854951160157,3383.79713925,2444.08716175,164.515854195638,2.26821252718039
