"Year","Volume_an_surf","Temp_an_surf","Sal_an_surf","Temp_win_surf","DIN_win_surf","DIP_win_surf","totN_an_surf","totP_an_surf","Temp_sum_surf","Chla_sum_surf","Secchi_sum","DOC_sum_surf","DOCter_sum_surf","Volume_an_tot","Temp_an_tot","Sal_an_tot","DIN_an_tot","DIP_an_tot","totN_an_tot","totP_an_tot","DOC_an_tot","DOCter_an_tot","PP_an","Nfix_an"
1970,88867741083.3333,8.85367467916667,21.2290408333333,0.608238675,4.638775925,0.464448887096774,17.5360166261928,0.643741687098667,15.541011,1.8189766876619,6.4151145382144,3185.48728775,1786.25565275,209597970000,8.33318359166667,25.2135213333333,4.638775925,0.464448887096774,19.1268357091176,0.865340757309357,3185.48728775,1786.25565275,209.146728255442,0.851123082230184
1971,88867740000,9.45563455833333,21.4676163333333,3.54106225,4.29950934285714,0.486305548387097,17.6235920898467,0.711079842738327,15.6167115,2.21717950585414,5.81203391527882,3387.96271825,1800.56680325,209597960000,9.063241775,25.7084343333333,4.29950934285714,0.486305548387097,19.5779591113617,0.959485138362884,3387.96271825,1800.56680325,247.728699319112,1.33615083605794
1972,88867740000,10.2614856916667,21.2454741666667,2.71971805,5.07734993214286,0.628308274193548,17.4339004956882,0.711009305972344,17.563347,2.04840918582787,5.76480012950461,3561.46486975,1950.68244225,209597960000,9.0896327,25.7251441666667,5.07734993214286,0.628308274193548,19.6499915037553,0.987236314463055,3561.46486975,1950.68244225,253.282723125116,1.40842485609137
1973,88867740000,9.70248194166667,21.7251605,3.91635985,5.68995488214286,0.552395274193548,17.7185699155024,0.719615933106354,15.33204775,2.12269066959674,5.83563092942126,3402.33347325,1708.74679825,209597960000,9.1506469,25.3178766666667,5.68995488214286,0.552395274193548,19.3561745319112,0.928323652289552,3402.33347325,1708.74679825,283.527446493581,1.42590831198395
1974,88867740000,10.3517650166667,20.9386879166667,4.4718373,7.08825028214286,0.663383435483871,17.4571454962063,0.679324612888889,16.388682,1.68491984151162,6.52729539853125,3194.10214725,1769.30823725,209597960000,9.230868975,25.316134,7.08825028214286,0.663383435483871,19.2229534272771,0.915734219857145,3194.10214725,1769.30823725,233.940305954226,1.25995327820182
1975,88867740000,9.40029202166667,21.1524523333333,1.10159238,7.25179766785714,0.688240290322581,17.5378442837573,0.679296114152127,16.23346475,1.66955954623364,6.4395455944369,3270.4405735,1887.882076,209597960000,8.58813956666667,25.4340394166667,7.25179766785714,0.688240290322581,19.5407548355833,0.95669763939666,3270.4405735,1887.882076,228.81390845471,1.46201120885415
1976,88867740000,9.67015335833333,21.7017790833333,2.6764248,4.38353945714286,0.557574677419355,17.0305435216636,0.704754743600557,16.6422865,2.28746378852312,6.0346030612587,3248.909758,1669.140443,209597960000,9.0284434,26.16019925,4.38353945714286,0.557574677419355,19.3350075479132,0.990341053057309,3248.909758,1669.140443,266.007915961363,1.91233688313336
1977,88867740000,9.34864625083333,20.8487626666667,1.754029855,4.53148758214286,0.531336193548387,17.3820676522139,0.696165633827022,15.75760325,1.85705181748504,6.17409860139243,3309.3865635,1845.517121,209597960000,8.73043053333333,25.1581755,4.53148758214286,0.531336193548387,19.209773822429,0.943195586887261,3309.3865635,1845.517121,239.957113988369,1.23566310590604
1978,88867740000,9.89896338333333,21.43520925,2.25916405,4.04936364642857,0.535123951612903,17.6582477444837,0.732240686125047,15.93045125,2.19000094807964,5.91291927970777,3331.20113025,1654.10882775,209597960000,9.243567025,25.88941,4.04936364642857,0.535123951612903,19.8256785212918,1.01911837332556,3331.20113025,1654.10882775,272.140268977677,1.49015900658766
1979,88867740000,10.0504736333333,22.57236475,3.81746375,6.43297461071428,0.737836741935484,18.1325633589765,0.773937038853809,16.0310805,2.1702331775208,5.89894630914993,3372.25088875,1586.45106625,209597960000,9.357600875,25.6957866666667,6.43297461071428,0.737836741935484,19.6614045739749,0.953065314485255,3372.25088875,1586.45106625,328.26960749844,1.57494868673356
1980,88867740000,9.90902525833333,21.4733558333333,3.569275,6.287943875,0.569979080645161,18.304880397232,0.693999932663199,15.8097575,2.0449146877959,6.34174020251876,3122.25480075,1560.56281575,209597960000,9.08488886666667,25.4510468333333,6.287943875,0.569979080645161,19.7112213894779,0.899126035863191,3122.25480075,1560.56281575,280.905896360863,1.29053462581534
1981,88867740000,10.6539944583333,22.13119875,4.3566439,9.41826077857143,0.706923209677419,19.0315700288955,0.70858151623757,16.449631,2.08937659795589,6.00860532374809,3362.71475925,1686.84856925,209597960000,9.45583896666667,25.5939539166667,9.41826077857143,0.706923209677419,20.5702191675043,0.928084968712047,3362.71475925,1686.84856925,305.424959582359,1.42275392424703
1982,88867740000,10.2801005,20.88938675,3.8298788,5.96240898928571,0.488367612903226,18.544062627585,0.679495031143242,15.77727,1.93259785677747,6.29519449977498,3225.0779165,1587.588784,209597960000,9.00535630833333,25.0311566666667,5.96240898928571,0.488367612903226,20.3543540133012,0.927268781080874,3225.0779165,1587.588784,264.835812188538,1.23111244774064
1983,88867740000,10.2639996833333,21.6583066666667,4.9701178,7.48498934642857,0.748297548387097,19.4379403401428,0.837543365512634,15.61045525,2.67101207834928,4.94135451084868,3793.47744375,1617.00560875,209597960000,9.57526179166667,25.3393639166667,7.48498934642857,0.748297548387097,20.7293005102363,1.03764817897559,3793.47744375,1617.00560875,342.597319979696,1.48296268838331
1984,88867740000,9.35585291666667,21.9573529166667,2.38792145,5.37038855714286,0.56920714516129,19.1494998542929,0.817998268705606,15.16059225,2.7418042182167,4.98214214073876,3735.6661285,1669.0230235,209597960000,9.13254651666667,25.5287128333333,5.37038855714286,0.56920714516129,20.3945100274464,1.01322318327786,3735.6661285,1669.0230235,336.976844751126,1.82779151826745
1985,88867740000,10.4007736416667,21.6772913333333,3.5144658,6.72823415357143,0.610845887096774,19.2857574292969,0.771550306265562,16.3400315,2.77802450405301,5.0513849669055,3740.03204775,1710.26093525,209597960000,9.4874628,25.68505425,6.72823415357143,0.610845887096774,20.7349384439067,0.987300658595156,3740.03204775,1710.26093525,334.938028109027,1.69409166310917
1986,88867740000,10.0398841166667,21.1791320833333,4.12940505,6.48416621428571,0.565078241935484,19.4566078336331,0.80992606339771,16.68538875,2.64509015269866,4.85249129393578,3889.08844975,1823.58087475,209597960000,9.203826075,25.58416025,6.48416621428571,0.565078241935484,21.0695414809765,1.0495601779568,3889.08844975,1823.58087475,328.059823237454,1.86864073075248
1987,88867739083.3333,10.1420532166667,21.7456870833333,1.9450307,6.32226624642857,0.635793080645161,19.557558453469,0.857824283563078,16.5396125,2.814351327723,4.41753275550092,4013.95158675,1714.22412675,209597950833.333,9.3924682,25.4664528333333,6.32226624642857,0.635793080645161,20.7686260163226,1.04880338836769,4013.95158675,1714.22412675,369.855387706334,1.56348580505563
1988,88867739000,10.4743290666667,20.9879596666667,3.9212884,7.41413223214286,0.694580741935484,19.8944257038954,0.833251058051201,16.23826075,2.58592086909645,4.88493496076109,3878.4021165,1701.9196415,209597950000,9.58161241666667,25.0769825,7.41413223214286,0.694580741935484,21.2819518759069,1.07068406580491,3878.4021165,1701.9196415,359.990751505282,1.82586132695646
1989,88867739000,10.1453548,21.1405231666667,3.54460195,6.09729013214286,0.656303532258065,19.5954879980572,0.838477570135448,16.2352125,2.59209621621687,4.75550716597932,3959.67391875,1807.89897125,209597950000,9.22048360833333,25.15158825,6.09729013214286,0.656303532258065,20.771283639577,1.03610927608673,3959.67391875,1807.89897125,319.757280852781,1.89608700905401
1990,88867739000,10.0950541583333,20.7805199166667,3.18896995,6.619661025,0.720863774193548,19.5124413304586,0.890630547254138,16.22591725,2.85314031085736,4.69580727752821,3908.8390545,1690.4291745,209597950000,9.5616304,25.1097558333333,6.619661025,0.720863774193548,21.0514781567136,1.14943895936415,3908.8390545,1690.4291745,352.377169786012,2.2476056340511
